MITRE ATT&CK Tactic,MITRE ATT&CK Technique,Description,Windows Event IDs,Threat Name/Tool/CVE,Question,Answer
TA0003-Persistence,T1098.xxx-Account manipulation,New admin (or likely) created by a non administrative account,4720,,In which scenarios might New admin (or likely) created by a non administrative account be detected?,"'New admin (or likely) created by a non administrative account' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) nan."
TA0003-Persistence,T1098.xxx-Account manipulation,New admin (or likely) created by a non administrative account,4720,,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'New admin (or likely) created by a non administrative account', often marked by Event ID(s) 4720."
TA0003-Persistence,T1098.xxx-Account manipulation,New admin (or likely) created by a non administrative account,4720,,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 4720, particularly descriptions like 'New admin (or likely) created by a non administrative account'."
TA0003-Persistence,T1098.xxx-Account manipulation,New admin (or likely) created by a non administrative account,4720,,How can an organization respond to detections of New admin (or likely) created by a non administrative account?,Organizations can respond to detections of 'New admin (or likely) created by a non administrative account' by monitoring Event ID(s) 4720 and implementing mitigations against T1098.xxx-Account manipulation.
TA0003-Persistence,T1098.xxx-Account manipulation,New admin (or likely) created by a non administrative account,4720,,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for New admin (or likely) created by a non administrative account and event ID(s) 4720.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account (Directory Services),5136,DCShadow,What events indicate SPN modification of a computer account (Directory Services)?,The events that indicate 'SPN modification of a computer account (Directory Services)' include Event ID(s) 5136.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account (Directory Services),5136,DCShadow,Which Event ID(s) should be monitored for SPN modification of a computer account (Directory Services)?,"To monitor for 'SPN modification of a computer account (Directory Services)', look for Event ID(s) 5136."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account (Directory Services),5136,DCShadow,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include DCShadow.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account (Directory Services),5136,DCShadow,What vulnerabilities are related to T1098.xxx-Account manipulation?,The vulnerabilities related to T1098.xxx-Account manipulation include DCShadow.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account (Directory Services),5136,DCShadow,What does it mean when SPN modification of a computer account (Directory Services) appears in logs?,"When 'SPN modification of a computer account (Directory Services)' appears in logs, it indicates an occurrence of Event ID(s) 5136 under tactic TA0003-Persistence and technique T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account (Directory Services),5136,DCShadow,In which scenarios might SPN modification of a computer account (Directory Services) be detected?,"'SPN modification of a computer account (Directory Services)' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) DCShadow."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account (Directory Services),5136,DCShadow,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'SPN modification of a computer account (Directory Services)', often marked by Event ID(s) 5136."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account (Directory Services),5136,DCShadow,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 5136, particularly descriptions like 'SPN modification of a computer account (Directory Services)'."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account (Directory Services),5136,DCShadow,How can an organization respond to detections of SPN modification of a computer account (Directory Services)?,Organizations can respond to detections of 'SPN modification of a computer account (Directory Services)' by monitoring Event ID(s) 5136 and implementing mitigations against T1098.xxx-Account manipulation.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account (Directory Services),5136,DCShadow,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for SPN modification of a computer account (Directory Services) and event ID(s) 5136.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,,What events indicate SPN modification of a computer account?,The events that indicate 'SPN modification of a computer account' include Event ID(s) 4742.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,,Which Event ID(s) should be monitored for SPN modification of a computer account?,"To monitor for 'SPN modification of a computer account', look for Event ID(s) 4742."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,,What vulnerabilities are related to T1098.xxx-Account manipulation?,The vulnerabilities related to T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,,What does it mean when SPN modification of a computer account appears in logs?,"When 'SPN modification of a computer account' appears in logs, it indicates an occurrence of Event ID(s) 4742 under tactic TA0003-Persistence and technique T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,,In which scenarios might SPN modification of a computer account be detected?,"'SPN modification of a computer account' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) nan."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'SPN modification of a computer account', often marked by Event ID(s) 4742."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 4742, particularly descriptions like 'SPN modification of a computer account'."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,,How can an organization respond to detections of SPN modification of a computer account?,Organizations can respond to detections of 'SPN modification of a computer account' by monitoring Event ID(s) 4742 and implementing mitigations against T1098.xxx-Account manipulation.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for SPN modification of a computer account and event ID(s) 4742.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,DCShadow,What events indicate SPN modification of a computer account?,The events that indicate 'SPN modification of a computer account' include Event ID(s) 4742.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,DCShadow,Which Event ID(s) should be monitored for SPN modification of a computer account?,"To monitor for 'SPN modification of a computer account', look for Event ID(s) 4742."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,DCShadow,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include DCShadow.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,DCShadow,What vulnerabilities are related to T1098.xxx-Account manipulation?,The vulnerabilities related to T1098.xxx-Account manipulation include DCShadow.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,DCShadow,What does it mean when SPN modification of a computer account appears in logs?,"When 'SPN modification of a computer account' appears in logs, it indicates an occurrence of Event ID(s) 4742 under tactic TA0003-Persistence and technique T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,DCShadow,In which scenarios might SPN modification of a computer account be detected?,"'SPN modification of a computer account' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) DCShadow."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,DCShadow,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'SPN modification of a computer account', often marked by Event ID(s) 4742."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,DCShadow,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 4742, particularly descriptions like 'SPN modification of a computer account'."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,DCShadow,How can an organization respond to detections of SPN modification of a computer account?,Organizations can respond to detections of 'SPN modification of a computer account' by monitoring Event ID(s) 4742 and implementing mitigations against T1098.xxx-Account manipulation.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a computer account,4742,DCShadow,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for SPN modification of a computer account and event ID(s) 4742.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a user account,5136,Kerberoasting,What events indicate SPN modification of a user account?,The events that indicate 'SPN modification of a user account' include Event ID(s) 5136.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a user account,5136,Kerberoasting,Which Event ID(s) should be monitored for SPN modification of a user account?,"To monitor for 'SPN modification of a user account', look for Event ID(s) 5136."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a user account,5136,Kerberoasting,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include Kerberoasting.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a user account,5136,Kerberoasting,What vulnerabilities are related to T1098.xxx-Account manipulation?,The vulnerabilities related to T1098.xxx-Account manipulation include Kerberoasting.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a user account,5136,Kerberoasting,What does it mean when SPN modification of a user account appears in logs?,"When 'SPN modification of a user account' appears in logs, it indicates an occurrence of Event ID(s) 5136 under tactic TA0003-Persistence and technique T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a user account,5136,Kerberoasting,In which scenarios might SPN modification of a user account be detected?,"'SPN modification of a user account' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) Kerberoasting."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a user account,5136,Kerberoasting,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'SPN modification of a user account', often marked by Event ID(s) 5136."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a user account,5136,Kerberoasting,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 5136, particularly descriptions like 'SPN modification of a user account'."
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a user account,5136,Kerberoasting,How can an organization respond to detections of SPN modification of a user account?,Organizations can respond to detections of 'SPN modification of a user account' by monitoring Event ID(s) 5136 and implementing mitigations against T1098.xxx-Account manipulation.
TA0003-Persistence,T1098.xxx-Account manipulation,SPN modification of a user account,5136,Kerberoasting,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for SPN modification of a user account and event ID(s) 5136.
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to a database role,33205,,What events indicate SQL Server: new member added to a database role?,The events that indicate 'SQL Server: new member added to a database role' include Event ID(s) 33205.
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to a database role,33205,,Which Event ID(s) should be monitored for SQL Server: new member added to a database role?,"To monitor for 'SQL Server: new member added to a database role', look for Event ID(s) 33205."
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to a database role,33205,,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to a database role,33205,,What vulnerabilities are related to T1098.xxx-Account manipulation?,The vulnerabilities related to T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to a database role,33205,,What does it mean when SQL Server: new member added to a database role appears in logs?,"When 'SQL Server: new member added to a database role' appears in logs, it indicates an occurrence of Event ID(s) 33205 under tactic TA0003-Persistence and technique T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to a database role,33205,,In which scenarios might SQL Server: new member added to a database role be detected?,"'SQL Server: new member added to a database role' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) nan."
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to a database role,33205,,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'SQL Server: new member added to a database role', often marked by Event ID(s) 33205."
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to a database role,33205,,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 33205, particularly descriptions like 'SQL Server: new member added to a database role'."
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to a database role,33205,,How can an organization respond to detections of SQL Server: new member added to a database role?,Organizations can respond to detections of 'SQL Server: new member added to a database role' by monitoring Event ID(s) 33205 and implementing mitigations against T1098.xxx-Account manipulation.
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to a database role,33205,,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for SQL Server: new member added to a database role and event ID(s) 33205.
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to server role,33205,,What events indicate SQL Server: new member added to server role?,The events that indicate 'SQL Server: new member added to server role' include Event ID(s) 33205.
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to server role,33205,,Which Event ID(s) should be monitored for SQL Server: new member added to server role?,"To monitor for 'SQL Server: new member added to server role', look for Event ID(s) 33205."
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to server role,33205,,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to server role,33205,,What vulnerabilities are related to T1098.xxx-Account manipulation?,The vulnerabilities related to T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to server role,33205,,What does it mean when SQL Server: new member added to server role appears in logs?,"When 'SQL Server: new member added to server role' appears in logs, it indicates an occurrence of Event ID(s) 33205 under tactic TA0003-Persistence and technique T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to server role,33205,,In which scenarios might SQL Server: new member added to server role be detected?,"'SQL Server: new member added to server role' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) nan."
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to server role,33205,,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'SQL Server: new member added to server role', often marked by Event ID(s) 33205."
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to server role,33205,,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 33205, particularly descriptions like 'SQL Server: new member added to server role'."
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to server role,33205,,How can an organization respond to detections of SQL Server: new member added to server role?,Organizations can respond to detections of 'SQL Server: new member added to server role' by monitoring Event ID(s) 33205 and implementing mitigations against T1098.xxx-Account manipulation.
TA0003-Persistence,T1098.xxx-Account manipulation,SQL Server: new member added to server role,33205,,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for SQL Server: new member added to server role and event ID(s) 33205.
TA0003-Persistence,T1098.xxx-Account manipulation,User account created and/or set with reversible encryption detected,4738,,What events indicate User account created and/or set with reversible encryption detected?,The events that indicate 'User account created and/or set with reversible encryption detected' include Event ID(s) 4738.
TA0003-Persistence,T1098.xxx-Account manipulation,User account created and/or set with reversible encryption detected,4738,,Which Event ID(s) should be monitored for User account created and/or set with reversible encryption detected?,"To monitor for 'User account created and/or set with reversible encryption detected', look for Event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,User account created and/or set with reversible encryption detected,4738,,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,User account created and/or set with reversible encryption detected,4738,,What vulnerabilities are related to T1098.xxx-Account manipulation?,The vulnerabilities related to T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,User account created and/or set with reversible encryption detected,4738,,What does it mean when User account created and/or set with reversible encryption detected appears in logs?,"When 'User account created and/or set with reversible encryption detected' appears in logs, it indicates an occurrence of Event ID(s) 4738 under tactic TA0003-Persistence and technique T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,User account created and/or set with reversible encryption detected,4738,,In which scenarios might User account created and/or set with reversible encryption detected be detected?,"'User account created and/or set with reversible encryption detected' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) nan."
TA0003-Persistence,T1098.xxx-Account manipulation,User account created and/or set with reversible encryption detected,4738,,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'User account created and/or set with reversible encryption detected', often marked by Event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,User account created and/or set with reversible encryption detected,4738,,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 4738, particularly descriptions like 'User account created and/or set with reversible encryption detected'."
TA0003-Persistence,T1098.xxx-Account manipulation,User account created and/or set with reversible encryption detected,4738,,How can an organization respond to detections of User account created and/or set with reversible encryption detected?,Organizations can respond to detections of 'User account created and/or set with reversible encryption detected' by monitoring Event ID(s) 4738 and implementing mitigations against T1098.xxx-Account manipulation.
TA0003-Persistence,T1098.xxx-Account manipulation,User account created and/or set with reversible encryption detected,4738,,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for User account created and/or set with reversible encryption detected and event ID(s) 4738.
TA0003-Persistence,T1098.xxx-Account manipulation,"User account marked as ""sensitive and cannot be delegated"" its had protection removed",4738,,"What events indicate User account marked as ""sensitive and cannot be delegated"" its had protection removed?","The events that indicate 'User account marked as ""sensitive and cannot be delegated"" its had protection removed' include Event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,"User account marked as ""sensitive and cannot be delegated"" its had protection removed",4738,,"Which Event ID(s) should be monitored for User account marked as ""sensitive and cannot be delegated"" its had protection removed?","To monitor for 'User account marked as ""sensitive and cannot be delegated"" its had protection removed', look for Event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,"User account marked as ""sensitive and cannot be delegated"" its had protection removed",4738,,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,"User account marked as ""sensitive and cannot be delegated"" its had protection removed",4738,,What vulnerabilities are related to T1098.xxx-Account manipulation?,The vulnerabilities related to T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,"User account marked as ""sensitive and cannot be delegated"" its had protection removed",4738,,"What does it mean when User account marked as ""sensitive and cannot be delegated"" its had protection removed appears in logs?","When 'User account marked as ""sensitive and cannot be delegated"" its had protection removed' appears in logs, it indicates an occurrence of Event ID(s) 4738 under tactic TA0003-Persistence and technique T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,"User account marked as ""sensitive and cannot be delegated"" its had protection removed",4738,,"In which scenarios might User account marked as ""sensitive and cannot be delegated"" its had protection removed be detected?","'User account marked as ""sensitive and cannot be delegated"" its had protection removed' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) nan."
TA0003-Persistence,T1098.xxx-Account manipulation,"User account marked as ""sensitive and cannot be delegated"" its had protection removed",4738,,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'User account marked as ""sensitive and cannot be delegated"" its had protection removed', often marked by Event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,"User account marked as ""sensitive and cannot be delegated"" its had protection removed",4738,,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 4738, particularly descriptions like 'User account marked as ""sensitive and cannot be delegated"" its had protection removed'."
TA0003-Persistence,T1098.xxx-Account manipulation,"User account marked as ""sensitive and cannot be delegated"" its had protection removed",4738,,"How can an organization respond to detections of User account marked as ""sensitive and cannot be delegated"" its had protection removed?","Organizations can respond to detections of 'User account marked as ""sensitive and cannot be delegated"" its had protection removed' by monitoring Event ID(s) 4738 and implementing mitigations against T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,"User account marked as ""sensitive and cannot be delegated"" its had protection removed",4738,,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,"Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for User account marked as ""sensitive and cannot be delegated"" its had protection removed and event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to not require Kerberos pre-authentication,4738,,What events indicate User account set to not require Kerberos pre-authentication?,The events that indicate 'User account set to not require Kerberos pre-authentication' include Event ID(s) 4738.
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to not require Kerberos pre-authentication,4738,,Which Event ID(s) should be monitored for User account set to not require Kerberos pre-authentication?,"To monitor for 'User account set to not require Kerberos pre-authentication', look for Event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to not require Kerberos pre-authentication,4738,,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to not require Kerberos pre-authentication,4738,,What vulnerabilities are related to T1098.xxx-Account manipulation?,The vulnerabilities related to T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to not require Kerberos pre-authentication,4738,,What does it mean when User account set to not require Kerberos pre-authentication appears in logs?,"When 'User account set to not require Kerberos pre-authentication' appears in logs, it indicates an occurrence of Event ID(s) 4738 under tactic TA0003-Persistence and technique T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to not require Kerberos pre-authentication,4738,,In which scenarios might User account set to not require Kerberos pre-authentication be detected?,"'User account set to not require Kerberos pre-authentication' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) nan."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to not require Kerberos pre-authentication,4738,,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'User account set to not require Kerberos pre-authentication', often marked by Event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to not require Kerberos pre-authentication,4738,,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 4738, particularly descriptions like 'User account set to not require Kerberos pre-authentication'."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to not require Kerberos pre-authentication,4738,,How can an organization respond to detections of User account set to not require Kerberos pre-authentication?,Organizations can respond to detections of 'User account set to not require Kerberos pre-authentication' by monitoring Event ID(s) 4738 and implementing mitigations against T1098.xxx-Account manipulation.
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to not require Kerberos pre-authentication,4738,,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for User account set to not require Kerberos pre-authentication and event ID(s) 4738.
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to use Kerberos DES encryption,4738,,What events indicate User account set to use Kerberos DES encryption?,The events that indicate 'User account set to use Kerberos DES encryption' include Event ID(s) 4738.
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to use Kerberos DES encryption,4738,,Which Event ID(s) should be monitored for User account set to use Kerberos DES encryption?,"To monitor for 'User account set to use Kerberos DES encryption', look for Event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to use Kerberos DES encryption,4738,,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to use Kerberos DES encryption,4738,,What vulnerabilities are related to T1098.xxx-Account manipulation?,The vulnerabilities related to T1098.xxx-Account manipulation include nan.
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to use Kerberos DES encryption,4738,,What does it mean when User account set to use Kerberos DES encryption appears in logs?,"When 'User account set to use Kerberos DES encryption' appears in logs, it indicates an occurrence of Event ID(s) 4738 under tactic TA0003-Persistence and technique T1098.xxx-Account manipulation."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to use Kerberos DES encryption,4738,,In which scenarios might User account set to use Kerberos DES encryption be detected?,"'User account set to use Kerberos DES encryption' might be detected in scenarios involving the T1098.xxx-Account manipulation technique under the TA0003-Persistence tactic, possibly related to threat(s) nan."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to use Kerberos DES encryption,4738,,What behavior indicates the use of T1098.xxx-Account manipulation?,"The behavior indicating the use of T1098.xxx-Account manipulation includes events such as 'User account set to use Kerberos DES encryption', often marked by Event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to use Kerberos DES encryption,4738,,What patterns might signify T1098.xxx-Account manipulation activity?,"Patterns that may signify T1098.xxx-Account manipulation activity include log entries of Event ID(s) 4738, particularly descriptions like 'User account set to use Kerberos DES encryption'."
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to use Kerberos DES encryption,4738,,How can an organization respond to detections of User account set to use Kerberos DES encryption?,Organizations can respond to detections of 'User account set to use Kerberos DES encryption' by monitoring Event ID(s) 4738 and implementing mitigations against T1098.xxx-Account manipulation.
TA0003-Persistence,T1098.xxx-Account manipulation,User account set to use Kerberos DES encryption,4738,,What preventive actions can reduce the risk of T1098.xxx-Account manipulation?,Preventive actions that can reduce the risk of T1098.xxx-Account manipulation include proactive monitoring for User account set to use Kerberos DES encryption and event ID(s) 4738.
TA0003-Persistence,T1098.xxx-Account manipulation,User account with password set to never expire detected,4738,,What events indicate User account with password set to never expire detected?,The events that indicate 'User account with password set to never expire detected' include Event ID(s) 4738.
TA0003-Persistence,T1098.xxx-Account manipulation,User account with password set to never expire detected,4738,,Which Event ID(s) should be monitored for User account with password set to never expire detected?,"To monitor for 'User account with password set to never expire detected', look for Event ID(s) 4738."
TA0003-Persistence,T1098.xxx-Account manipulation,User account with password set to never expire detected,4738,,Which tools or threats are associated with the technique T1098.xxx-Account manipulation?,The tools or threats associated with T1098.xxx-Account manipulation include nan.
